text	label
Ja zur obligaten Impfung gegen Influenzer  #souverän https://t.co/U2NhcPCWrE	4
Heute saufen weil die Impfung immernoch kicked und ich dann weniger Geld für Alkohol zahlen muss	1
Erste Impfung seit ein paar Stunden hinter mir. Arm tut etwas weh und bin recht müde. Aber ansonsten...i'm alive. 😂	1
KEIN ZUTRITT für Top Kunden in die Lufthansa First Class / Senator &amp; Business Lounge Frankfurt und Hamburg ohne negativen Test oder Impfung! Der HON Circle PrivateJet ✈️ Der HON 👑 #kingcustomer https://t.co/bKpAIMJwYL	4
#ZeroCovid Übrigens, daß die Zahlen grad runtergehen liegt nicht an der Impfung, es handelt sich um ein Phänomen namens #Sommer. 😅😅😅 Man munkelt.	4
Bei der zweiten  Impfung  gibt's den Chip. #Impfung #BioNTechpfizer #ced https://t.co/Pu1e0pRcEv	2
"Ok da kommen die Nebenwirkungen dann doch nochmal raus seit heute Morgen.
Kalter Schweiß auf der Stirn aber friere.
Flauer Magen.
Zittrig.

Aber immerhin weiß ich, dass es daran liegt und bald wieder vorbei ist. Die Impfung ist es auf jeden Fall wert."	1
"Seit gestern ganz offiziell #immunisiert! ✅ Zwei Wochen seit der zweiten #Impfung vorbei und selten hab ich mich so gefreut, nicht mehr zu ""zählen"". 
#vaccinated"	1
"Ich nehme nicht Tor 3, sondern den Umschlag (mit der Einwilligungserklärung). Hoffentlich Biontech und nicht der Zonk!
#Impfung #rewe https://t.co/qcLikUQ9xr"	1
Je schmutziger und wärmer die Gewässer umso aggressiver die Mücken. Sind genügend Malaria Impfungen vorhanden?#Impfung #lebenstattgift #twi @sbv @bafuCH 💦🐝🐟☠️	4
Btw, wollte nur kurz mitteilen, das ich heute nach 3 Std anstehen (und sehr guten organisierten, netten und Hilfsbereiten Personal und Helfern, die mit Keksen und Wasser die Warteschlange auf- und abgefahren sind) meine Impfung 💉  bekommen habe! 💜	1
Gerade meine erste #Impfung bekommen - großes Lob an das Team vom Kreisimpfzentrum Ravensburg - auf die Minute vom vereinbarten Termin - vielen Dank 🙏	1
https://t.co/PXpdbr1Av5 Einfach mal sacken lassen. #Vaccine #shedding per Gesetz #erlaubt #SpikeProtein #Impfung	2
Die Corona-Infektion, die ohne Impfung früher oder später jede:r bekommt, hat 10.000 Mikromort. Eine AZ-Impfung hat 2 Mikromort. #Servicetweet https://t.co/p8TVpB2Xsh	1
Steigende Infektionszahlen: Einige Briten trotz vollständiger Impfung an Delta-Variante verstorben https://t.co/jlTm0oNn9Y via @welt	3
Bin nun auch im @BioNTech_Group Testteam 😅 und mein Gecko trägt nen Mundschutz #coronavirus #Impfung https://t.co/e4RzKdciAy	3
Heute habe ich auch meine Impfung bekommen. Aus Sicherheit wegen den Mutationen werde ich auch die zweite im Juli bekommen. https://t.co/eNqsqyTqmC	1
Bekomme gleich meine erste Impfung! Ich bin ja schon etwas aufgeregt. Habe mir für heute und morgen frei genommen. Bin sehr gespannt wie ich sie vertrage.	1
"cn Krankheit

manchmal bin ich schon traurig darüber, dass ich so viele Schmerzen hab und das schon seit über 20 Jahren.. 😔 ja, ich kann damit leben, aber manchmal will ich auch bisschen jammern.. (die Impfung hat voll den Schub ausgelöst.. oh menno)"	4
#digitalerImpfpass zum Bescheinigen einer #Impfung gegen Corona kann in #Halle u.a. auch in der #Apotheke am Bergmannstrost ausgestellt werden. https://t.co/ncaTVsPWCm	3
"Heute ehrenamtlich im Einsatz bei ""Schwerpunkt Impfung"" in Treptow-Köpenick. 
Über 800 Durchgeimpfte, spannende Begegnungen &amp; Einblicke und tolle Gespräche mit Helfer*innen von @drk_berlin @THilfswerk , @bundeswehrInfo &amp; Bezirksamt @QPK_BaBerlinTK
Vielen Dank!
#COVID #Impfaktion https://t.co/X9BhU18cH0"	1
"Infotweet:

Keiner interessiert sich für eure Impfung,Termin,welche Marke,Nebenwirkungen usw.

Aber am schlimmsten sind die Leute wo ihren impfstatus im nahmen haben 😭😂"	2
"Eigentlich sollte heute ein richtig guter Tag werden: Sonne, früh Feierabend, zweite Impfung.

Dann kam eine Nachricht von meiner Mutter. Jetzt fühle ich mich schlecht, schuldig und nochmal schlecht. Und hilflos und traurig. 

Sch...ade."	1
Corona in Deutschland: Spahn stellt digitalen Impfpass vor - RKI-Chef Wieler zieht düsteren Vorjahres-Vergleich https://t.co/6YWfIOYaH2	3
"Zukunftsvorhersage3

&gt;Die mRNA Impfung steht offiziell unter Kritik wegen häufiger auftretenden Spätfolgen.
&gt;China verbietet den Handel mit BTC
&gt;Biden tritt altersbedingt zurück Kamala Harris übernimmt.
&gt;weitere Länder treten aus der EU aus.
&gt;Sarah Wagenknecht gewinnt die Wahlen."	2
Hallo, Ihr Intellektuellen: „Ärmel hoch!“: David Hasselhoff wirbt für Corona-Impfung https://t.co/3ErOhbBaQk via @YouTube	1
Gefühlt stehe ich mittlerweile auf mehr Wartelisten für eine Impfung als auf Wartelisten für neue Konzertdaten 😭	1
Letzten Freitag angemeldet, heute die erste Impfung im Drive-In erhalten https://t.co/8amr33nth3	1
"Coroner impfung war lecker
Hab mir direkt 5 spritzen ins arschloch geschoben"	4
Was auch immer passiert: Wenn ich mit der Impfung dran bin, gibt es garantiert KEIN Bild davon auf Twitter.	1
"Die Impfung in den linken Arm, dann könnt ihr euch den Hintern danach noch abwischen.

Wenn ihr Relli nicht mitschreiben wollt, hattet ihr die Impfung dann rechts.

LinkshänderInnen bitte umdenken."	4
"Ab heute werde ich nicht mehr mit gezählt 😊

#dobby #socke #impfung #ichzählnichtmehr #14tage #waldbröl #impfzentrumgummersbach @ Waldbröl https://t.co/GaHgq1cnul"	1
Am Weg zu meiner 1. Impfung 💪🏻🙏🏻	1
Grossartiges Angebot von @uber_schweiz jetzt auch in Bern: Freifahrten bis max. 20 CHF pro Fahrt zur Impfung und zurück...🚗🔛💉 https://t.co/2kQkdNdnIK	1
Morgen gibts die erste Impfung und ich bin etwas aufgeregt, puh.	1
"Kommt durch die #Impfung die echte #Pandemie?

https://t.co/xB3EdmwTgC"	2
"Wenn man den aktuellen wissenschaftl. Konsens zu Infektionen bei Kindern zugrunde legt sind NICHT
-Luftfilter
-Impfung
-Tests
-Masken
die Konsequenz sondern: ➡️stinknormaler Präsenzunterricht mit Sport/Musik/Pausen etc. (Testen bei Verdacht, Impfen bei Vorerkrankung). This is it!"	1
hurra, ich gehe nun impfen. Denn Impfungen sind cool 👍	1
Webredaktion: Impfungen für Studierende in Thüringen – Terminvergabe ab 24. Juni https://t.co/TS3s2rQBHx	3
Auch die Inzidenz in Indien sinkt deutlich. Weiter sind die Symptome der Delta-Mutation auf Schnupfen, Halsschmerzen und etwas Husten einzugrenzen. Warum schon wieder diese Panikmache? Ganz klar, Impfungen zurückgehen würden - aber das Geld muss rollen! https://t.co/pYseVg1ukV	2
"Im United Kingdom trendet gerade #WhatNotToDoDuringSex

Endlich mal etwas Abwechslung abseits von Impfungen und Krankheiten"	4
'Das RKI schreibt ..., dass derzeitige Impfungen etwas besser vor einer Infektion mit B.1.1.7 als einer mit B.1.617.2 schützen. „Vorläufige Ergebnisse“ aus England würden zudem darauf hindeuten, dass die Delta-Variante leichter übertragbar sein könnte.' https://t.co/dPaEri5vme	3
Ihr müsst euch nicht impfen! Das ist gut und richtig. Dürft dann halt auch kein Risiko für andere sein also hockt zuhause rum#IchBinAiwanger	1
"Ich hab's getan...aber mit ganz viel Angst davor...
Ich hoffe das klappt alles ohne Probleme... Hab Panik, aber irgendwie bin ich auch froh, wenn das vorbei ist.

Freund kommt morgen mit zum Impfen und hat den Donnerstag eh frei. Also bin ich immerhin nicht alleine. https://t.co/obPLHeAtQG"	1
"#DerHöfliche (1/2)
Gestern gab es in meiner Firma eine Impfaktion (Woran ich trotz Spritzenphobie auch teilgenommen habe) gegen CoVid-19. Der Höfliche hatte auch einen Termin nur etwa 10 Minuten nach seinem Termin teilte er mit, das er sich doch nicht impfen lässt."	1
"In der Serie mit Loki bzgl „Ist man ein Roboter, ohne es zu wissen...“ - ist damit der Bill Gates Chip gemeint?

Falls ja, bin ich wohl einer 🤔

#loki #corona #marvel #COVID19 #Impfen"	1
Aus dem Hintergrund müsste #Spahn impfen….Spahn impft:	4
ey die deutschen nehmen ernsthaft zum impfen deren ganzes haus mit junge  alle mit camping stühlen HAHAHAHAH	3
"Die EU hat mit 315 Mio verabreichten Impfdosen die USA überholt.
#Corona #impfen https://t.co/mJ0Yw71HDH"	3
"Ist es zu viel verlangt, sich fürs Impfen zu registrieren und 2 Termine wahrzunehmen?

Eine Jungpartei im Schlepptau der obskuren ""Freunde der Verfassung""? Da wird mir speiübel.🤢 https://t.co/JGQBFXrTMv"	1
Meine Eltern haben sich heute endlich impfen lassen 🙌 (Biontech)	1
"""Bill Gates✡: “Impfen ist die beste Art der Bevölkerungsreduktion”\n\nBill Gates gibt offen zu, dass die Impfstoffe der Bevölkerungsreduktion dienen. Ihm zufolge müssen täglich 3..."" @katrin https://t.co/EX4VXxyplV #Heyoya via @Heyoya"	2
"Sitze nichts ahnend im Bahnhof und eine Frau spricht mich an, ob ich schon geimpft bin und warum, schließlich sei ich ja noch jünger Schüler (bin fast 28, schon okay) und mit was und ihr Sohn will sich nicht impfen lassen usw.

HEEEEELP?!"	1
ich werde mich nicht einmal für die Macht pber die Welt impfen lassen leck doch eier diggah	2
Weiß vielleicht jemand wo ich daten zu den impfkategorien finde? Im speziellen zum sanitätspersonal? Also wieviel % sich haben gegen covid impfen lassen? Danke!	3
"Heute habe ich meiner anti-vaxxer Mutter erzählt, dass ich mich impfen lassen möchte. Es ist jetzt gut 3 Stunden her und mir geht ihr Blick immer noch nicht aus dem Kopf. Traurigkeit, Enttäuschung, ein Gesicht, als wäre ich gestorben. 
I don't know how to deal with that"	1
man kann sich hier einfach in einem restaurant impfen lassen?? aber bei arzt steh ich auf liste ohne zeitraum ohne nichts was läuft falsch	1
Das kann doch nicht wahr sein, jetzt brauchen wir schon einen US Schauspieler der Reklame fürs Impfen macht. Möchte gerne wissen was Hasselh. uns kostet. Wer hat denn das angezettelt? Wir alleine bekommen das nicht hin?	1
"@Floskelwolke Was ich da jeden Tag wissen muss:  

""Zertifikat-App jetzt im Store – das müssen Sie nun wissen""

""Coronavirus: Was Sie jetzt wissen müssen""

""Urlaub im Norden: Was Sie jetzt wissen müssen""

Wirklich?

""Warum Impfen Leben rettet - Alles, was wir jetzt wissen müssen"""	3
"Corona aktuell: Merkel und Laschet verteidigen Spahn
via @sz https://t.co/lwkyhGUThe"	4
@Chrissip81 Danke dass du dich so fürs Impfen einsetzst. Dank dir kann ich jetzt meine Schwiegereltern wieder besuchen, obwohl es bei uns impftechnisch noch nicht geklappt hat ;) Weiter so ;)	1
Selbst Deutsche, die doppelt geimpft sind, müssen Urlaub in Portugal vorzeitig beenden, damit sie nicht in 14 tägige Quarantäne müssen. Wenn’s um Fußball geht, ist das alles scheiß egal. Da gibt’s nur die UEFA-Mutante. Der Rubel muss rollen. #engger	1
"Schornsteinfeger war eben hier.
Ich:"" von mir aus brauchst du keine 😷""
Er:"" Ich bin ja auch geimpft""
Ich: "" mutig, warum ?""
Er: "" Ich will in Urlaub fahren""
Ich: https://t.co/YjQJHG77gd"	2
"OH:
""Ich habe nur ruckeliges Bild über 4G.""

""Ich bin frisch geimpft und habe mit 5G keine Probleme.""

#hrw"	2
ich wurde geimpft, ich wurde corona los 💉	1
So doppelt geimpft. Gucken ob mich heute az oder der Spielplan mehr umhaut	1
"Grad spontan geimpft worden. 👍

Könnte sein das der Stream heute Abend um 20uhr ausfällt."	1
Der Moment, wenn in der jugendlich scherzenden Männerrunde alle sagen, dass sie aus Altersgründen schon lange geimpft sind.	1
Als wir die Überschrift sahen, keimte Hoffnung auf, das unsere Kanzlerin tatsächlich einmal produktiv arbeitet.  https://t.co/7YyKRZKc0T	4
Ich verstehe nicht wer all diese Impftermine blockiert, da ja offenbar alle außer mir geimpft sind. https://t.co/c7klyxgr6w	1
einmal Daumen drücken dass ich Freitag geimpft werde‼️‼️	1
Wenigstens eine Gute Nachricht, werde am Freitag geimpft	1
Viel Spaß, ich bin geimpft 🇩🇪🇩🇪🇩🇪🇩🇪 💉💉💉💉💉	1
"Tamara Wernli Show: BIST DU GEIMPFT?!!! https://t.co/tXtdw71HGZ
#TwitterLöschMich"	4
Vollständig geimpft bist du erst, wenn du es in deiner Whatsapp Familiengruppe gepostet hast	4
"Seit 2 Stunden komplett geimpft. Noch keine Einladung zu Orgien oder ausschweifende Partys bekommen. Was läuft da falsch?

#geimpft"	1
"Verbreitung begünstigt die Mutationen eines Virus.
6,2% der Weltbevölkerung sind geimpft, genesen sind wie viele?
was kommt nach der #DeltaVariante?

#alman so: Probleme vermeiden? Nööö ist Sommer, sch*** auf Abstand! Maske weg!"	3
Vollständig geimpft 💖 💉💉💉💉💉💉💉💉💉💉💉💉💉💖	1
PCR-Test bitte! Aber ich bin doch zweimal geimpft? 😬 @BSchweinsteiger #Euro2020  #Sportschau #JessyWellmer #Schweinsteiger #Schlawiner https://t.co/yV4l97Z8ol	1
"Die Vorbereitungen für den Schwarz Roten Input an der Kante laufen bereits auf Hochtouren 🏴🚩
Um 16Uhr geht es los
➡️Denkt an die drei G's: getestet, genesen oder (vollständig) geimpft
Testmöglichkeiten in MG:
https://t.co/aABnKcYzvy
In Erkelenz:
https://t.co/GUYmSum0ZQ https://t.co/SahcGbnioo"	3
Frisch rasiert, zwei mal geimpft, frisch tätowiert // kleine äußerliche Mängel retuschiert	1
Ich bin geimpft, Leute. Erste Runde durch. 🎉	1
Der Mann ist jetzt 2x geimpft, nächste Woche Oma&amp;Opa's Erstimpfung, das die Kids ab nächste Woche in die vollbesetzte Klasse gehen, ist trotzdem Kacke.	1
Die Bundeswehr hat mich im Freibad geimpft. https://t.co/QSTLTdwIUl	1
"1. Wieso impft ein Arzt ein kleines Mädchen, ohne Zustimmung der Eltern?
2. Wieso impft man ein Kind, welches gar nicht geimpft werden dürfte? (Alter)
3. Wieso schaut der Vater zu? 
Für den 3. Punkt kann es vielleicht eine Erklärung geben.

https://t.co/M3EFw1W8Tn"	2
Hab gehört man ist erst geimpft wenn man darüber twittert oder ne Story macht. Darum: Kriege heute den biontech Saft injiziert ✌🏻💉	1
Geimpft zu sein so ein Privileg omg	1
"OH: ""Ich weiß, woher die Mikrochip-Knappheit kommt - die gehen alle für die Impfstoffe drauf!"" https://t.co/3fTutbTakB"	4
Peter McCullough: COVID-Impfstoffe sind die tödlichsten und toxischsten biologischen Stoffe, die je freigesetzt wurden https://t.co/dSx5WZicXV	2
frau dr merkel darf ich impfe pls in mein juicy arsch	4
welche meds am besten gegen die nachwirkungen von impfe? ibus helfen nich	1
ich krieg nächsten donnerstag impfe	1
Extra zur Arbeit gefahren, Doch keine impfe abbekommen ☹️	1
"Hab richtig Bock auf Impfe... gerade schon beim bildlichen Vorstellen der Spritze in meiner Haut 'n miesen Kreisi gekriegt.
Bei der Letzten bin ich eiskalt weggeklappt und meinen Kopf in so 'nem Bahnhofs-, wartezimmer-metallsitzbank-otto versenkt."	1
"Gelsenkirchen nimmt echt berlinesque Züge beim Verkacken an...

""Hey, Impfangebot ab 8:00 Uhr für Menschen, die aus Gründen Probleme haben Termine organisieren zu können!""

08:13 Uhr ""Joah ihr könnt nach Hause gehen, Impfe is alle"""	1
rigel ragel rugel wer nöd impft de isch en tubbel priis	4
Mich irritiert es zutiefst, dass Corona dazu geführt hat, dass sehr viele Menschen ohne mit der Wimper zu zucken ihre Gesundheitsdaten Handy-Apps, digitaler Impf-Pass, Testergebnisse...) mit Hinz und Kunz teilen.	4
Suchen dringend einen Biontech/Moderna-Impf-Termin für meinen selbstständigen Schwager (32j) mit Kleinkind in der Kita im 🔺Ulm - Nürnberg - München (85xxx,86xxx, 89xxx)  #ImpfMich  #Impfretter	1
Habe jetzt auch meinen Impf-Termin erhalten https://t.co/z10YCeVp1C	1
"So! ich muss jetzt mal was loswerden, für alle welche einen Impf mit dieser unerprobten Drecksbrühe an Kindern befürworten (btw, gehören auch schon vorangehende dazu):
Ihr seid für mich Abschaum welcher der des * der Kinderschänders * schänderin bei weitem übertrifft"	2
"Bogdan:""Ich will nicht die Pferde scheu machen. Aber wir brauchen eben Daten und sollten nicht eine generelle Kinderimpfkampagne starten.""
Liebe schonimmer- #Impfgegner, das klingt besonnen und verantwortungsvoll. Eben nicht, als sei die #STIKO korrupt oder polit. Handlanger!"	4
War ja klar, dass sich #Impfgegner beim Thema #Impfneid die Hände reiben. https://t.co/zfrOvFcYN1	3
Die Geschichte wiederholt sich. Von der Schweinegrippe zu Corona / Covid19. Ignorierte Impfstoff-Risiken: Nebenwirkung https://t.co/S9VnTCsxUt	2
Ich habe morgen meinen #impftermin  mit #AstraZeneca - heute fangen schon wieder Leute an mich wegen des #Impfstoff verunsichern zu wollen. Was haben die #Impfgegner bzw #Impfskeptiker eigentlich davon? Es ist doch meine persönliche Entscheidung, da habe ich	1
"Aktuelle Date idee: Impfgegner aufkleber abknibbeln und plaudern

Danach irgendwo gemütlich ein Heißgetränk nach wahl trinken ggf auch to go weil corona"	4
Der Aufregung in den Twitter Trends nach zu urteilen wird es heute noch zu zahlreichen spontanen Selbstentzündungen kommen. #Impfpflicht #Diktatur Die Schwurbler und Impfgegner drehen völlig frei.	1
diese afd/impfgegner idioten bubble macht mich echt fertig haben euch eure eltern denn nichts beigebracht	1
Es können übrigens nur Leute die #rtl #sat1 oder anderen Müll konsumieren nicht in vollkommenes Gelächter ausbrechen wenn sie #covidioten #nazis #verschwörungshyper #impfgegner u.ä. Gesocks sehen.	4
Stelle die Frage mal ohne Wertung in den Raum: Inwieweit ist das tatsächlich verwerflich? Also bevor der Impfstoff wertlos wird und keine Alternative da ist? Zumal Impfgegner stets herumplärren, dass sich Politiker zuerst impfen lassen sollen. #impfung #buergermeister #reihung https://t.co/ewAP0vch3h	1
Ich bin nicht für Sonderrechte für Corona-Geimpfte, aber für Benachteiligungen für Nicht-Corona-Geimpfte. Sich nicht impfen zu lassen ist unterlassene Hilfeleistung! https://t.co/gD6KxECkuP #Impfpflicht #Impfgegner #CoronaVirusDE #COVID19de https://t.co/clbdItv3NO	1
"#ethikrat #impfgegner #zwangsimpfung

Richtig so, von mir aus können auch alle #coronaleugner solche Anweisungen für den Notfall bei sich tragen! Und @BoschimoDr, du sowieso 😉

https://t.co/qArxLjqeoA"	4
Coronavirus: Medizinethiker Wolfram Henn knöpft sich Impfgegner vor https://t.co/fYqytF3XfE via @tonline	3
"Impfgegner(in): ich bin aber gesund!
Ich: schön, und Polio, Masern und Pocken hast du nur nicht, weil dagegen geimpft wurde/wird.

Impfgegner(in): ich nehme keine Fremdkörper in mich hinein!
Ich: isst und trinkst du nichts?

Impfgegner(in): Bill Gates will uns chippen!
Ich: https://t.co/YaHvI0MvTi"	1
".
impfgegner stellen sich bereits heimlich für eine Impfung an,
um danach wieder gegen eine Impfung zu demonstrieren."	1
"#COVIDー19 betrifft alle. Der #Impfstoff kommt und wird auch #Soldaten der #Bundeswehr zur Verfügung gestellt - oder befohlen. Dann gibts die #Duldungspflicht. 
Frage an euch, #Miltwitter - Platz für #Impfgegner in der Truppe?"	2
Impfgegner hast du noch vergessen. #Angsthase 😉 https://t.co/p14SEKweJO	4
Heute #impfgegner Demo in Berlin. Langsam könnte es beginnen Scheisse zu regnen.	4
"@Hoffmann_MdB Ihre Rede von eben war toll! Die grenzen Gesunde aus und werfen der AfD vor, dass diese von Impfzwang redet?
Frage: was muss ich als gesunder Bürger den machen, wenn ich keine Impfung bekomme? Was nutzt mir mit einem negativen Test ein Impfpass? Also Impfzwang!"	2
Dieser Impfzwang durch die Regierung wegen eines grippeartigen Virus ist der größte Eingriff in die Persönlichkeitsrechte die es jemals gegeben hat #Impfen	2
Wir leben einer Pandemie mit Toten &amp; Kranken, wirtschaftlichen Schäden, politischem (Impf) Versagen &amp; die Titelseiten heute ereifern sich wegen Oster-und Sommerferienproblemen verursacht durch Test- u. Impfzwang. Ich frage mich schon langsam,	1
